# These are my subs. Feel free to check all these channels out, they're awesome.
Channel Id,Channel Url,Channel Title
UCtEwVJZABCd0tels2KIpKGQ,http://www.youtube.com/channel/UCtEwVJZABCd0tels2KIpKGQ,aarthificial
UCtbLA0YM6EpwUQhFUyPQU9Q,http://www.youtube.com/channel/UCtbLA0YM6EpwUQhFUyPQU9Q,Driver61
UCto7D1L-MiRoOziCXK9uT5Q,http://www.youtube.com/channel/UCto7D1L-MiRoOziCXK9uT5Q,Let's Game It Out
UCtoUmuogwpofcjshstQPnfQ,http://www.youtube.com/channel/UCtoUmuogwpofcjshstQPnfQ,Alex1Leg
UCu0CCEzTTntkXUUdJC20i1w,http://www.youtube.com/channel/UCu0CCEzTTntkXUUdJC20i1w,Jamie's Brick Jams
UCuCkxoKLYO_EQ2GeFtbM_bw,http://www.youtube.com/channel/UCuCkxoKLYO_EQ2GeFtbM_bw,Half as Interesting
UCvPSeOueRUZzyFpOJmUZYXA,http://www.youtube.com/channel/UCvPSeOueRUZzyFpOJmUZYXA,Robert Skinner
UCvapdpVxQPJXF-0JhuskiHg,http://www.youtube.com/channel/UCvapdpVxQPJXF-0JhuskiHg,Attempted Maker
UCvccKk-cSrrSGdualnpf-iA,http://www.youtube.com/channel/UCvccKk-cSrrSGdualnpf-iA,Nathan Jennings
UCxb8STz7WB3Q1b8uM2k2jpg,http://www.youtube.com/channel/UCxb8STz7WB3Q1b8uM2k2jpg,WhatDarrenPlays
UCxq9tQBuy4PJLzKW3Q1hb4A,http://www.youtube.com/channel/UCxq9tQBuy4PJLzKW3Q1hb4A,Troy Wright
UCy0euMZkZRCjYqF0tVb5ZCA,http://www.youtube.com/channel/UCy0euMZkZRCjYqF0tVb5ZCA,Savvy Wheels
UCy1sSmqt6974U1s7Z7skjeA,http://www.youtube.com/channel/UCy1sSmqt6974U1s7Z7skjeA,Designs By Luke
UCyFEbj0vRX7ee40sP5AEQ_Q,http://www.youtube.com/channel/UCyFEbj0vRX7ee40sP5AEQ_Q,Delta Empire
UCz2iUx-Imr6HgDC3zAFpjOw,http://www.youtube.com/channel/UCz2iUx-Imr6HgDC3zAFpjOw,David Bennett
UCz7iJPVTBGX6DNO1RNI2Fcg,http://www.youtube.com/channel/UCz7iJPVTBGX6DNO1RNI2Fcg,GradeAUnderA
UCzsd4-oyHhNbAXfceOQ5HTw,http://www.youtube.com/channel/UCzsd4-oyHhNbAXfceOQ5HTw,Venus Theory
